trip_dayAndHour,trip_counts
11/21/2016 23,19
11/22/2016 00,13
11/22/2016 01,4
11/22/2016 02,4
11/22/2016 03,3
11/22/2016 04,1
11/22/2016 05,20
11/22/2016 06,81
11/22/2016 07,232
11/22/2016 08,462
11/22/2016 09,237
11/22/2016 10,141
11/22/2016 11,122
11/22/2016 12,139
11/22/2016 13,148
11/22/2016 14,165
11/22/2016 15,184
11/22/2016 16,266
11/22/2016 17,380
11/22/2016 18,226
11/22/2016 19,130
11/22/2016 20,93
11/22/2016 21,73
11/22/2016 22,49
11/22/2016 23,24
11/23/2016 00,12
11/23/2016 01,11
11/23/2016 02,1
11/23/2016 04,1
11/23/2016 05,11
11/23/2016 06,65
11/23/2016 07,150
11/23/2016 08,271
11/23/2016 09,190
11/23/2016 10,119
11/23/2016 11,116
11/23/2016 12,190
11/23/2016 13,186
11/23/2016 14,209
11/23/2016 15,250
11/23/2016 16,223
11/23/2016 17,181
11/23/2016 18,143
11/23/2016 19,78
11/23/2016 20,53
11/23/2016 21,36
11/23/2016 22,28
11/23/2016 23,22
11/24/2016 00,9
11/24/2016 01,12
11/24/2016 03,4
11/24/2016 04,4
11/24/2016 05,1
11/24/2016 06,6
11/24/2016 07,13
11/24/2016 08,32
11/24/2016 09,38
11/24/2016 10,59
11/24/2016 11,66
11/24/2016 12,97
11/24/2016 13,105
11/24/2016 14,81
11/24/2016 15,122
11/24/2016 16,58
11/24/2016 17,42
11/24/2016 18,27
11/24/2016 19,29
11/24/2016 20,15
11/24/2016 21,6
11/24/2016 22,10
11/24/2016 23,17
11/25/2016 00,20
11/25/2016 01,11
11/25/2016 02,7
11/25/2016 03,6
11/25/2016 04,1
11/25/2016 05,3
11/25/2016 06,21
11/25/2016 07,25
11/25/2016 08,43
11/25/2016 09,33
11/25/2016 10,61
11/25/2016 11,81
11/25/2016 12,78
11/25/2016 13,53
11/25/2016 14,49
11/25/2016 15,85
11/25/2016 16,104
11/25/2016 17,88
11/25/2016 18,65
11/25/2016 19,61
11/25/2016 20,61
11/25/2016 21,44
11/25/2016 22,34
11/25/2016 23,41
11/26/2016 00,30
11/26/2016 01,15
11/26/2016 02,10
11/26/2016 03,2
11/26/2016 04,1
11/26/2016 05,1
11/26/2016 06,9
11/26/2016 07,21
11/26/2016 08,30
11/26/2016 09,76
11/26/2016 10,105
11/26/2016 11,113
11/26/2016 12,155
11/26/2016 13,147
11/26/2016 14,138
11/26/2016 15,136
11/26/2016 16,126
11/26/2016 17,100
11/26/2016 18,82
11/26/2016 19,63
11/26/2016 20,58
11/26/2016 21,45
11/26/2016 22,17
11/26/2016 23,31
11/27/2016 00,25
11/27/2016 01,19
11/27/2016 02,15
11/27/2016 03,6
11/27/2016 05,1
11/27/2016 06,13
11/27/2016 07,10
11/27/2016 08,39
11/27/2016 09,63
11/27/2016 10,121
11/27/2016 11,114
11/27/2016 12,159
11/27/2016 13,137
11/27/2016 14,157
11/27/2016 15,175
11/27/2016 16,108
11/27/2016 17,90
11/27/2016 18,100
11/27/2016 19,86
11/27/2016 20,67
11/27/2016 21,45
11/27/2016 22,36
11/27/2016 23,14
11/28/2016 00,12
11/28/2016 01,5
11/28/2016 02,5
11/28/2016 04,4
11/28/2016 05,15
11/28/2016 06,83
11/28/2016 07,213
11/28/2016 08,421
11/28/2016 09,210
11/28/2016 10,110
11/28/2016 11,125
11/28/2016 12,152
11/28/2016 13,143
11/28/2016 14,141
11/28/2016 15,171
11/28/2016 16,299
11/28/2016 17,441
11/28/2016 18,263
11/28/2016 19,176
11/28/2016 20,103
11/28/2016 21,79
11/28/2016 22,39
11/28/2016 23,27
11/29/2016 00,19
11/29/2016 01,9
11/29/2016 02,4
11/29/2016 03,2
11/29/2016 04,1
11/29/2016 05,14
11/29/2016 06,98
11/29/2016 07,249
11/29/2016 08,488
11/29/2016 09,219
11/29/2016 10,127
11/29/2016 11,39
11/29/2016 12,47
11/29/2016 13,51
11/29/2016 14,37
11/29/2016 15,44
11/29/2016 16,96
11/29/2016 17,130
11/29/2016 18,104
11/29/2016 19,91
11/29/2016 20,76
11/29/2016 21,81
11/29/2016 22,50
11/29/2016 23,40
11/30/2016 00,19
11/30/2016 01,12
11/30/2016 02,2
11/30/2016 03,5
11/30/2016 04,3
11/30/2016 05,14
11/30/2016 06,104
11/30/2016 07,234
11/30/2016 08,469
11/30/2016 09,232
11/30/2016 10,171
11/30/2016 11,121
11/30/2016 12,128
11/30/2016 13,120
11/30/2016 14,85
11/30/2016 15,59
11/30/2016 16,69
11/30/2016 17,109
11/30/2016 18,83
11/30/2016 19,44
11/30/2016 20,32
11/30/2016 21,18
11/30/2016 22,21
11/30/2016 23,24
12/01/2016 00,11
12/01/2016 01,4
12/01/2016 02,3
12/01/2016 03,1
12/01/2016 04,3
12/01/2016 05,11
12/01/2016 06,59
12/01/2016 07,209
12/01/2016 08,324
12/01/2016 09,193
12/01/2016 10,73
12/01/2016 11,74
12/01/2016 12,91
12/01/2016 13,76
12/01/2016 14,81
12/01/2016 15,82
12/01/2016 16,181
12/01/2016 17,290
12/01/2016 18,216
12/01/2016 19,82
12/01/2016 20,38
12/01/2016 21,21
12/01/2016 22,26
12/01/2016 23,10
12/02/2016 00,11
12/02/2016 01,2
12/02/2016 02,4
12/02/2016 03,3
12/02/2016 04,2
12/02/2016 05,10
12/02/2016 06,48
12/02/2016 07,142
12/02/2016 08,279
12/02/2016 09,136
12/02/2016 10,60
12/02/2016 11,38
12/02/2016 12,43
12/02/2016 13,52
12/02/2016 14,63
12/02/2016 15,53
12/02/2016 16,80
12/02/2016 17,114
12/02/2016 18,151
12/02/2016 19,97
12/02/2016 20,88
12/02/2016 21,57
12/02/2016 22,39
12/02/2016 23,21
12/03/2016 00,17
12/03/2016 01,10
12/03/2016 02,3
12/03/2016 04,3
12/03/2016 05,14
12/03/2016 06,70
12/03/2016 07,192
12/03/2016 08,353
12/03/2016 09,189
12/03/2016 10,106
12/03/2016 11,92
12/03/2016 12,97
12/03/2016 13,129
12/03/2016 14,101
12/03/2016 15,138
12/03/2016 16,211
12/03/2016 17,292
12/03/2016 18,217
12/03/2016 19,121
12/03/2016 20,111
12/03/2016 21,54
12/03/2016 22,55
12/03/2016 23,29
12/04/2016 00,22
12/04/2016 01,12
12/04/2016 02,9
12/04/2016 03,2
12/04/2016 04,1
12/04/2016 05,12
12/04/2016 06,65
12/04/2016 07,180
12/04/2016 08,339
12/04/2016 09,186
12/04/2016 10,95
12/04/2016 11,106
12/04/2016 12,111
12/04/2016 13,132
12/04/2016 14,118
12/04/2016 15,143
12/04/2016 16,215
12/04/2016 17,297
12/04/2016 18,156
12/04/2016 19,112
12/04/2016 20,76
12/04/2016 21,38
12/04/2016 22,40
12/04/2016 23,20
12/05/2016 00,19
12/05/2016 01,21
12/05/2016 02,15
12/05/2016 03,3
12/05/2016 04,3
12/05/2016 05,1
12/05/2016 06,8
12/05/2016 07,20
12/05/2016 08,41
12/05/2016 09,72
12/05/2016 10,85
12/05/2016 11,123
12/05/2016 12,177
12/05/2016 13,146
12/05/2016 14,199
12/05/2016 15,158
12/05/2016 16,144
12/05/2016 17,95
12/05/2016 18,83
12/05/2016 19,68
12/05/2016 20,48
12/05/2016 21,38
12/05/2016 22,40
12/05/2016 23,26
12/06/2016 00,22
12/06/2016 01,17
12/06/2016 02,14
12/06/2016 03,4
12/06/2016 05,4
12/06/2016 06,3
12/06/2016 07,20
12/06/2016 08,39
12/06/2016 09,61
12/06/2016 10,101
12/06/2016 11,121
12/06/2016 12,132
12/06/2016 13,149
12/06/2016 14,152
12/06/2016 15,149
12/06/2016 16,141
12/06/2016 17,106
12/06/2016 18,80
12/06/2016 19,79
12/06/2016 20,42
12/06/2016 21,39
12/06/2016 22,26
12/06/2016 23,16
12/07/2016 00,15
12/07/2016 01,7
12/07/2016 02,3
12/07/2016 03,1
12/07/2016 04,1
12/07/2016 05,8
12/07/2016 06,68
12/07/2016 07,183
12/07/2016 08,333
12/07/2016 09,159
12/07/2016 10,76
12/07/2016 11,100
12/07/2016 12,123
12/07/2016 13,126
12/07/2016 14,119
12/07/2016 15,121
12/07/2016 16,200
12/07/2016 17,329
12/07/2016 18,213
12/07/2016 19,140
12/07/2016 20,76
12/07/2016 21,62
12/07/2016 22,39
12/07/2016 23,29
12/08/2016 00,11
12/08/2016 01,6
12/08/2016 02,2
12/08/2016 03,5
12/08/2016 04,3
12/08/2016 05,22
12/08/2016 06,59
12/08/2016 07,206
12/08/2016 08,353
12/08/2016 09,157
12/08/2016 10,82
12/08/2016 11,82
12/08/2016 12,77
12/08/2016 13,75
12/08/2016 14,89
12/08/2016 15,109
12/08/2016 16,161
12/08/2016 17,274
12/08/2016 18,207
12/08/2016 19,126
12/08/2016 20,90
12/08/2016 21,47
12/08/2016 22,38
12/08/2016 23,18
12/09/2016 00,13
12/09/2016 01,2
12/09/2016 02,4
12/09/2016 03,1
12/09/2016 04,1
12/09/2016 05,13
12/09/2016 06,59
12/09/2016 07,202
12/09/2016 08,338
12/09/2016 09,181
12/09/2016 10,90
12/09/2016 11,95
12/09/2016 12,95
12/09/2016 13,106
12/09/2016 14,108
12/09/2016 15,109
12/09/2016 16,191
12/09/2016 17,297
12/09/2016 18,194
12/09/2016 19,147
12/09/2016 20,95
12/09/2016 21,88
12/09/2016 22,45
12/09/2016 23,28
12/10/2016 00,16
12/10/2016 01,10
12/10/2016 02,4
12/10/2016 03,1
12/10/2016 04,1
12/10/2016 05,13
12/10/2016 06,64
12/10/2016 07,169
12/10/2016 08,344
12/10/2016 09,186
12/10/2016 10,101
12/10/2016 11,109
12/10/2016 12,130
12/10/2016 13,115
12/10/2016 14,105
12/10/2016 15,154
12/10/2016 16,224
12/10/2016 17,306
12/10/2016 18,222
12/10/2016 19,129
12/10/2016 20,91
12/10/2016 21,80
12/10/2016 22,51
12/10/2016 23,33
12/11/2016 00,24
12/11/2016 01,10
12/11/2016 02,9
12/11/2016 05,11
12/11/2016 06,50
12/11/2016 07,188
12/11/2016 08,296
12/11/2016 09,186
12/11/2016 10,147
12/11/2016 11,111
12/11/2016 12,154
12/11/2016 13,139
12/11/2016 14,151
12/11/2016 15,156
12/11/2016 16,263
12/11/2016 17,297
12/11/2016 18,146
12/11/2016 19,112
12/11/2016 20,89
12/11/2016 21,58
12/11/2016 22,41
12/11/2016 23,59
12/12/2016 00,23
12/12/2016 01,29
12/12/2016 02,13
12/12/2016 03,6
12/12/2016 04,2
12/12/2016 06,6
12/12/2016 07,19
12/12/2016 08,36
12/12/2016 09,69
12/12/2016 10,112
12/12/2016 11,121
12/12/2016 12,137
12/12/2016 13,196
12/12/2016 14,179
12/12/2016 15,194
12/12/2016 16,134
12/12/2016 17,123
12/12/2016 18,104
12/12/2016 19,76
12/12/2016 20,62
12/12/2016 21,41
12/12/2016 22,57
12/12/2016 23,43
12/13/2016 00,36
12/13/2016 01,24
12/13/2016 02,15
12/13/2016 03,9
12/13/2016 04,4
12/13/2016 06,8
12/13/2016 07,15
12/13/2016 08,43
12/13/2016 09,53
12/13/2016 10,84
12/13/2016 11,129
12/13/2016 12,120
12/13/2016 13,116
12/13/2016 14,140
12/13/2016 15,138
12/13/2016 16,107
12/13/2016 17,94
12/13/2016 18,84
12/13/2016 19,75
12/13/2016 20,40
12/13/2016 21,32
12/13/2016 22,36
12/13/2016 23,33
12/14/2016 00,18
12/14/2016 01,9
12/14/2016 02,2
12/14/2016 03,1
12/14/2016 04,5
12/14/2016 05,13
12/14/2016 06,61
12/14/2016 07,184
12/14/2016 08,302
12/14/2016 09,165
12/14/2016 10,77
12/14/2016 11,78
12/14/2016 12,89
12/14/2016 13,101
12/14/2016 14,97
12/14/2016 15,110
12/14/2016 16,178
12/14/2016 17,255
12/14/2016 18,182
12/14/2016 19,96
12/14/2016 20,65
12/14/2016 21,16
12/14/2016 22,18
12/14/2016 23,11
12/15/2016 00,3
12/15/2016 01,4
12/15/2016 02,3
12/15/2016 03,2
12/15/2016 04,1
12/15/2016 05,4
12/15/2016 06,23
12/15/2016 07,118
12/15/2016 08,270
12/15/2016 09,199
12/15/2016 10,85
12/15/2016 11,120
12/15/2016 12,138
12/15/2016 13,131
12/15/2016 14,96
12/15/2016 15,125
12/15/2016 16,192
12/15/2016 17,298
12/15/2016 18,180
12/15/2016 19,124
12/15/2016 20,80
12/15/2016 21,54
12/15/2016 22,38
12/15/2016 23,19
12/16/2016 00,11
12/16/2016 01,2
12/16/2016 02,4
12/16/2016 03,1
12/16/2016 04,1
12/16/2016 05,10
12/16/2016 06,53
12/16/2016 07,159
12/16/2016 08,320
12/16/2016 09,165
12/16/2016 10,103
12/16/2016 11,95
12/16/2016 12,119
12/16/2016 13,106
12/16/2016 14,92
12/16/2016 15,116
12/16/2016 16,200
12/16/2016 17,265
12/16/2016 18,150
12/16/2016 19,104
12/16/2016 20,83
12/16/2016 21,60
12/16/2016 22,42
12/16/2016 23,26
12/17/2016 00,14
12/17/2016 01,6
12/17/2016 02,1
12/17/2016 03,1
12/17/2016 04,2
12/17/2016 05,14
12/17/2016 06,57
12/17/2016 07,148
12/17/2016 08,269
12/17/2016 09,149
12/17/2016 10,93
12/17/2016 11,90
12/17/2016 12,102
12/17/2016 13,100
12/17/2016 14,34
12/17/2016 15,39
12/17/2016 16,55
12/17/2016 17,97
12/17/2016 18,61
12/17/2016 19,35
12/17/2016 20,30
12/17/2016 21,17
12/17/2016 22,19
12/17/2016 23,9
12/18/2016 00,10
12/18/2016 01,8
12/18/2016 02,10
12/18/2016 03,1
12/18/2016 04,3
12/18/2016 05,7
12/18/2016 06,43
12/18/2016 07,118
12/18/2016 08,293
12/18/2016 09,184
12/18/2016 10,91
12/18/2016 11,108
12/18/2016 12,126
12/18/2016 13,84
12/18/2016 14,68
12/18/2016 15,93
12/18/2016 16,109
12/18/2016 17,176
12/18/2016 18,123
12/18/2016 19,68
12/18/2016 20,47
12/18/2016 21,48
12/18/2016 22,26
12/18/2016 23,19
12/19/2016 00,20
12/19/2016 01,15
12/19/2016 02,18
12/19/2016 03,2
12/19/2016 04,1
12/19/2016 05,1
12/19/2016 06,6
12/19/2016 07,12
12/19/2016 08,22
12/19/2016 09,42
12/19/2016 10,46
12/19/2016 11,64
12/19/2016 12,78
12/19/2016 13,58
12/19/2016 14,69
12/19/2016 15,81
12/19/2016 16,59
12/19/2016 17,50
12/19/2016 18,41
12/19/2016 19,38
12/19/2016 20,15
12/19/2016 21,19
12/19/2016 22,23
12/19/2016 23,8
12/20/2016 00,15
12/20/2016 01,11
12/20/2016 02,6
12/20/2016 03,1
12/20/2016 05,1
12/20/2016 06,3
12/20/2016 07,9
12/20/2016 08,18
12/20/2016 09,34
12/20/2016 10,46
12/20/2016 11,54
12/20/2016 12,76
12/20/2016 13,64
12/20/2016 14,59
12/20/2016 15,81
12/20/2016 16,78
12/20/2016 17,51
12/20/2016 18,41
12/20/2016 19,36
12/20/2016 20,37
12/20/2016 21,29
12/20/2016 22,10
12/20/2016 23,14
12/21/2016 00,7
12/21/2016 01,6
12/21/2016 02,2
12/21/2016 04,2
12/21/2016 05,9
12/21/2016 06,39
12/21/2016 07,119
12/21/2016 08,220
12/21/2016 09,130
12/21/2016 10,71
12/21/2016 11,60
12/21/2016 12,98
12/21/2016 13,84
12/21/2016 14,85
12/21/2016 15,83
12/21/2016 16,164
12/21/2016 17,212
12/21/2016 18,155
12/21/2016 19,78
12/21/2016 20,57
12/21/2016 21,37
12/21/2016 22,25
12/21/2016 23,17
12/22/2016 00,7
12/22/2016 01,4
12/22/2016 02,4
12/22/2016 03,1
12/22/2016 04,1
12/22/2016 05,8
12/22/2016 06,52
12/22/2016 07,88
12/22/2016 08,64
12/22/2016 09,61
12/22/2016 10,37
12/22/2016 11,34
12/22/2016 12,28
12/22/2016 13,28
12/22/2016 14,27
12/22/2016 15,49
12/22/2016 16,79
12/22/2016 17,145
12/22/2016 18,85
12/22/2016 19,69
12/22/2016 20,48
12/22/2016 21,36
12/22/2016 22,22
12/22/2016 23,10
12/23/2016 00,8
12/23/2016 01,1
12/23/2016 02,2
12/23/2016 04,1
12/23/2016 05,13
12/23/2016 06,32
12/23/2016 07,92
12/23/2016 08,185
12/23/2016 09,121
12/23/2016 10,71
12/23/2016 11,60
12/23/2016 12,100
12/23/2016 13,100
12/23/2016 14,120
12/23/2016 15,114
12/23/2016 16,122
12/23/2016 17,90
12/23/2016 18,34
12/23/2016 19,11
12/23/2016 20,12
12/23/2016 21,3
12/23/2016 23,4
12/24/2016 00,2
12/24/2016 01,1
12/24/2016 03,3
12/24/2016 05,4
12/24/2016 06,13
12/24/2016 07,42
12/24/2016 08,37
12/24/2016 09,44
12/24/2016 10,53
12/24/2016 11,66
12/24/2016 12,86
12/24/2016 13,97
12/24/2016 14,91
12/24/2016 15,99
12/24/2016 16,74
12/24/2016 17,47
12/24/2016 18,47
12/24/2016 19,30
12/24/2016 20,24
12/24/2016 21,7
12/24/2016 22,31
12/24/2016 23,20
12/25/2016 00,9
12/25/2016 01,7
12/25/2016 02,11
12/25/2016 03,1
12/25/2016 06,2
12/25/2016 07,5
12/25/2016 08,12
12/25/2016 09,27
12/25/2016 10,36
12/25/2016 11,59
12/25/2016 12,93
12/25/2016 13,124
12/25/2016 14,141
12/25/2016 15,123
12/25/2016 16,118
12/25/2016 17,47
12/25/2016 18,28
12/25/2016 19,66
12/25/2016 20,36
12/25/2016 21,21
12/25/2016 22,39
12/25/2016 23,9
12/26/2016 00,7
12/26/2016 01,8
12/26/2016 02,3
12/26/2016 03,1
12/26/2016 05,2
12/26/2016 06,8
12/26/2016 07,7
12/26/2016 08,16
12/26/2016 09,27
12/26/2016 10,26
12/26/2016 11,65
12/26/2016 12,78
12/26/2016 13,51
12/26/2016 14,57
12/26/2016 15,55
12/26/2016 16,43
12/26/2016 17,27
12/26/2016 18,23
12/26/2016 19,42
12/26/2016 20,24
12/26/2016 21,29
12/26/2016 22,13
12/26/2016 23,8
12/27/2016 00,11
12/27/2016 01,8
12/27/2016 02,12
12/27/2016 06,1
12/27/2016 08,2
12/27/2016 09,16
12/27/2016 10,37
12/27/2016 11,25
12/27/2016 12,33
12/27/2016 13,48
12/27/2016 14,63
12/27/2016 15,60
12/27/2016 16,70
12/27/2016 17,28
12/27/2016 18,25
12/27/2016 19,22
12/27/2016 20,15
12/27/2016 21,19
12/27/2016 22,7
12/27/2016 23,5
12/28/2016 00,9
12/28/2016 01,2
12/28/2016 02,3
12/28/2016 05,4
12/28/2016 06,21
12/28/2016 07,58
12/28/2016 08,102
12/28/2016 09,69
12/28/2016 10,47
12/28/2016 11,57
12/28/2016 12,71
12/28/2016 13,62
12/28/2016 14,59
12/28/2016 15,71
12/28/2016 16,99
12/28/2016 17,108
12/28/2016 18,59
12/28/2016 19,27
12/28/2016 20,32
12/28/2016 21,17
12/28/2016 22,5
12/28/2016 23,9
12/29/2016 00,6
12/29/2016 01,2
12/29/2016 02,3
12/29/2016 06,1
12/29/2016 07,6
12/29/2016 08,11
12/29/2016 09,8
12/29/2016 10,6
12/29/2016 11,2
12/29/2016 12,3
12/29/2016 13,7
12/29/2016 14,6
12/29/2016 15,14
12/29/2016 16,16
12/29/2016 17,38
12/29/2016 18,23
12/29/2016 19,17
12/29/2016 20,12
12/29/2016 21,5
12/29/2016 22,3
12/29/2016 23,3
12/30/2016 00,3
12/30/2016 01,4
12/30/2016 03,1
12/30/2016 05,1
12/30/2016 06,11
12/30/2016 07,24
12/30/2016 08,44
12/30/2016 09,37
12/30/2016 10,31
12/30/2016 11,14
12/30/2016 12,22
12/30/2016 13,30
12/30/2016 14,22
12/30/2016 15,37
12/30/2016 16,36
12/30/2016 17,64
12/30/2016 18,49
12/30/2016 19,23
12/30/2016 20,20
12/30/2016 21,5
12/30/2016 22,7
12/30/2016 23,4
12/31/2016 00,1
12/31/2016 01,2
12/31/2016 02,2
12/31/2016 03,1
12/31/2016 04,1
12/31/2016 05,1
12/31/2016 06,9
12/31/2016 07,18
12/31/2016 08,49
12/31/2016 09,26
12/31/2016 10,28
12/31/2016 11,44
12/31/2016 12,51
12/31/2016 13,65
12/31/2016 14,83
12/31/2016 15,66
12/31/2016 16,46
12/31/2016 17,42
12/31/2016 18,27
12/31/2016 19,26
12/31/2016 20,10
12/31/2016 21,22
12/31/2016 22,18
12/31/2016 23,13
